Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Summary,Processed_Text,POS_Tags_Summary,POS_Tags_Text,Sentiment_Summary,Sentiment_Text
42,B001EO5QW8,A1WK4ALVZDYPUE,"Dick Baldwin ""christobe""",0,0,5,1302134400,Oatmeal For Oatmeal Lovers,"McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.",oatmeal oatmeal lovers,mccanns makes oatmeal every oatmeal connoisseur whether one likes raw pellet state cooks half hour sloth addled instant done microwave three minutes good thats sure beauty instant variety available different flavors well regularbr variety pack allows different tastes explored well giving chance experience difference mccanns wellknown oatmeals personally like mccanns cooks thicker body top brand america apples cinnamon though tends little liquidy may want experiment amount water add watt microwave oatmeal cooks one minute twentyseven seconds also watch get handle much time water usebr bad thing consider bad thing offering buy lot youll end six tencount boxes good whole family oatmealeaters youre single person alone well love oatmeal,"[('oatmeal', 'JJ'), ('oatmeal', 'NN'), ('lovers', 'NNS')]","[('mccanns', 'NN'), ('makes', 'VBZ'), ('oatmeal', 'JJ'), ('every', 'DT'), ('oatmeal', 'NN'), ('connoisseur', 'NN'), ('whether', 'IN'), ('one', 'CD'), ('likes', 'VBZ'), ('raw', 'JJ'), ('pellet', 'NN'), ('state', 'NN'), ('cooks', 'VBZ'), ('half', 'DT'), ('hour', 'NN'), ('sloth', 'CC'), ('addled', 'VBD'), ('instant', 'JJ'), ('done', 'VBN'), ('microwave', 'VBP'), ('three', 'CD'), ('minutes', 'NNS'), ('good', 'JJ'), ('thats', 'NNS'), ('sure', 'JJ'), ('beauty', 'NN'), ('instant', 'JJ'), ('variety', 'NN'), ('available', 'JJ'), ('different', 'JJ'), ('flavors', 'NNS'), ('well', 'RB'), ('regularbr', 'VB'), ('variety', 'NN'), ('pack', 'NN'), ('allows', 'VBZ'), ('different', 'JJ'), ('tastes', 'NNS'), ('explored', 'VBD'), ('well', 'RB'), ('giving', 'VBG'), ('chance', 'NN'), ('experience', 'NN'), ('difference', 'NN'), ('mccanns', 'VBD'), ('wellknown', 'JJ'), ('oatmeals', 'NNS'), ('personally', 'RB'), ('like', 'IN'), ('mccanns', 'NN'), ('cooks', 'NNS'), ('thicker', 'IN'), ('body', 'NN'), ('top', 'JJ'), ('brand', 'NN'), ('america', 'NN'), ('apples', 'NNS'), ('cinnamon', 'VBP'), ('though', 'IN'), ('tends', 'NNS'), ('little', 'JJ'), ('liquidy', 'NN'), ('may', 'MD'), ('want', 'VB'), ('experiment', 'NN'), ('amount', 'NN'), ('water', 'NN'), ('add', 'VBP'), ('watt', 'WDT'), ('microwave', 'VBP'), ('oatmeal', 'JJ'), ('cooks', 'NNS'), ('one', 'CD'), ('minute', 'NN'), ('twentyseven', 'NN'), ('seconds', 'NNS'), ('also', 'RB'), ('watch', 'VBP'), ('get', 'VB'), ('handle', 'JJ'), ('much', 'JJ'), ('time', 'NN'), ('water', 'NN'), ('usebr', 'JJ'), ('bad', 'JJ'), ('thing', 'NN'), ('consider', 'VB'), ('bad', 'JJ'), ('thing', 'NN'), ('offering', 'NN'), ('buy', 'NN'), ('lot', 'NN'), ('youll', 'JJ'), ('end', 'NN'), ('six', 'CD'), ('tencount', 'NN'), ('boxes', 'NNS'), ('good', 'JJ'), ('whole', 'JJ'), ('family', 'NN'), ('oatmealeaters', 'NNS'), ('youre', 'VBP'), ('single', 'JJ'), ('person', 'NN'), ('alone', 'RB'), ('well', 'RB'), ('love', 'VB'), ('oatmeal', 'NN')]",0.5267,0.9435
43,B001EO5QW8,A16XFOYQSJREL7,Roger Pugliese,0,0,5,1287014400,Food-Great,I have McCann's Oatmeal every morning and by ordering it from Amazon I am able to save almost $3.00 per box.<br />It is a great product. Tastes great and very healthy,foodgreat,mccanns oatmeal every morning ordering amazon able save almost per boxbr great product tastes great healthy,"[('foodgreat', 'NN')]","[('mccanns', 'NN'), ('oatmeal', 'NN'), ('every', 'DT'), ('morning', 'NN'), ('ordering', 'VBG'), ('amazon', 'NN'), ('able', 'JJ'), ('save', 'NN'), ('almost', 'RB'), ('per', 'IN'), ('boxbr', 'NN'), ('great', 'JJ'), ('product', 'NN'), ('tastes', 'VBZ'), ('great', 'JJ'), ('healthy', 'JJ')]",0.0,0.9441
44,B001EO5QW8,A17DW6SUOC70DJ,Mother of 9,0,0,5,1255392000,Good Hot Breakfast,"McCann's Oatmeal is a good quality choice.  Our favorite is the Apples and Cinnamon, but we find that none of these are overly sugary.  For a good hot breakfast in 2 minutes, this is excellent.",good hot breakfast,mccanns oatmeal good quality choice favorite apples cinnamon find none overly sugary good hot breakfast minutes excellent,"[('good', 'JJ'), ('hot', 'JJ'), ('breakfast', 'NN')]","[('mccanns', 'NN'), ('oatmeal', 'NN'), ('good', 'JJ'), ('quality', 'NN'), ('choice', 'NN'), ('favorite', 'JJ'), ('apples', 'NNS'), ('cinnamon', 'JJ'), ('find', 'VBP'), ('none', 'NN'), ('overly', 'RB'), ('sugary', 'JJ'), ('good', 'JJ'), ('hot', 'JJ'), ('breakfast', 'NN'), ('minutes', 'NNS'), ('excellent', 'VBP')]",0.4404,0.9161
45,B001EO5QW8,A2G7B7FKP2O2PU,D. Leschke,0,0,5,1209686400,Great taste and convenience,We really like the McCann's steel cut oats but find we don't cook it up too often.<br />This tastes much better to me than the grocery store brands and is just as convenient.<br />Anything that keeps me eating oatmeal regularly is a good thing.,great taste convenience,really like mccanns steel cut oats find dont cook oftenbr tastes much better grocery store brands convenientbr anything keeps eating oatmeal regularly good thing,"[('great', 'JJ'), ('taste', 'NN'), ('convenience', 'NN')]","[('really', 'RB'), ('like', 'IN'), ('mccanns', 'NN'), ('steel', 'NN'), ('cut', 'NN'), ('oats', 'NNS'), ('find', 'VBP'), ('dont', 'JJ'), ('cook', 'NN'), ('oftenbr', 'NN'), ('tastes', 'VBZ'), ('much', 'RB'), ('better', 'JJR'), ('grocery', 'NN'), ('store', 'NN'), ('brands', 'NNS'), ('convenientbr', 'VBP'), ('anything', 'NN'), ('keeps', 'NNS'), ('eating', 'VBG'), ('oatmeal', 'JJ'), ('regularly', 'RB'), ('good', 'JJ'), ('thing', 'NN')]",0.6249,0.8421
46,B001EO5QW8,A39Z97950MCTQE,K. A. Freel,0,0,3,1205193600,Hearty Oatmeal,"This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesn't have quite as much flavor either.  It didn't pass muster with my kids, so I probably won't buy it again.",hearty oatmeal,seems little wholesome supermarket brands somewhat mushy doesnt quite much flavor either didnt pass muster kids probably wont buy,"[('hearty', 'NN'), ('oatmeal', 'NN')]","[('seems', 'VBZ'), ('little', 'JJ'), ('wholesome', 'JJ'), ('supermarket', 'NN'), ('brands', 'NNS'), ('somewhat', 'RB'), ('mushy', 'JJ'), ('doesnt', 'NN'), ('quite', 'RB'), ('much', 'JJ'), ('flavor', 'NN'), ('either', 'CC'), ('didnt', 'JJ'), ('pass', 'NN'), ('muster', 'NN'), ('kids', 'NNS'), ('probably', 'RB'), ('wont', 'VBP'), ('buy', 'VB')]",0.0,0.0
47,B001EO5QW8,AQLL2R1PPR46X,grumpyrainbow,0,0,5,1192752000,good,Good oatmeal.  I like the apple cinnamon the best.  Though I wouldn't follow the directions on the package since it always comes out too soupy for my taste.  That could just be me since I like my oatmeal really thick to add some milk on top of.,good,good oatmeal like apple cinnamon best though wouldnt follow directions package since always comes soupy taste could since like oatmeal really thick add milk top,"[('good', 'JJ')]","[('good', 'JJ'), ('oatmeal', 'NN'), ('like', 'IN'), ('apple', 'NN'), ('cinnamon', 'NN'), ('best', 'JJS'), ('though', 'IN'), ('wouldnt', 'JJ'), ('follow', 'JJ'), ('directions', 'NNS'), ('package', 'NN'), ('since', 'IN'), ('always', 'RB'), ('comes', 'VBZ'), ('soupy', 'JJ'), ('taste', 'NN'), ('could', 'MD'), ('since', 'IN'), ('like', 'IN'), ('oatmeal', 'NN'), ('really', 'RB'), ('thick', 'JJ'), ('add', 'VB'), ('milk', 'NN'), ('top', 'NN')]",0.4404,0.9169
48,B001EO5QW8,A26AY1TFK8BQXQ,"kbogo ""shoelover""",1,2,3,1200096000,Mushy,"The flavors are good.  However, I do not see any differce between this and Oaker Oats brand - they are both mushy.",mushy,flavors good however see differce oaker oats brand mushy,"[('mushy', 'NN')]","[('flavors', 'NNS'), ('good', 'JJ'), ('however', 'RB'), ('see', 'VBP'), ('differce', 'JJ'), ('oaker', 'NN'), ('oats', 'NNS'), ('brand', 'NN'), ('mushy', 'NN')]",0.0,0.4404
49,B001EO5QW8,ALOR97KTZTK1P,knitty pants,1,2,4,1191715200,Very good but next time I won't order the Variety Pack,"I really like the Maple and Brown Sugar flavor. The regular is fine with brown sugar added. The Apples and Cinnamon flavor is OK. This is a very quick, easy and satisfying breakfast and I'll order this brand again, but not the variety. I'll get all Maple and Brown Sugar.",good next time wont order variety pack,really like maple brown sugar flavor regular fine brown sugar added apples cinnamon flavor ok quick easy satisfying breakfast ill order brand variety ill get maple brown sugar,"[('good', 'JJ'), ('next', 'JJ'), ('time', 'NN'), ('wont', 'JJ'), ('order', 'NN'), ('variety', 'NN'), ('pack', 'NN')]","[('really', 'RB'), ('like', 'JJ'), ('maple', 'NNS'), ('brown', 'VBP'), ('sugar', 'JJ'), ('flavor', 'NN'), ('regular', 'JJ'), ('fine', 'JJ'), ('brown', 'NN'), ('sugar', 'NN'), ('added', 'VBD'), ('apples', 'NNS'), ('cinnamon', 'JJ'), ('flavor', 'NN'), ('ok', 'JJ'), ('quick', 'JJ'), ('easy', 'JJ'), ('satisfying', 'VBG'), ('breakfast', 'NN'), ('ill', 'JJ'), ('order', 'NN'), ('brand', 'NN'), ('variety', 'NN'), ('ill', 'NN'), ('get', 'VB'), ('maple', 'JJ'), ('brown', 'NN'), ('sugar', 'NN')]",0.2724,0.747
50,B001EO5QW8,A276999Y6VRSCQ,JMay,0,1,3,1334016000,Same stuff,This is the same stuff you can buy at the big box stores.  There is nothing healthy about it.  It is just carbs and sugars.  Save your money and get something that at least has some taste.,stuff,stuff buy big box stores nothing healthy carbs sugars save money get something least taste,"[('stuff', 'NN')]","[('stuff', 'NN'), ('buy', 'VB'), ('big', 'JJ'), ('box', 'NN'), ('stores', 'NNS'), ('nothing', 'NN'), ('healthy', 'JJ'), ('carbs', 'NN'), ('sugars', 'NNS'), ('save', 'VBP'), ('money', 'NN'), ('get', 'NN'), ('something', 'NN'), ('least', 'JJS'), ('taste', 'NN')]",0.0,0.2363
51,B001EO5QW8,A108P30XVUFKXY,Roberto A,0,7,1,1203379200,Don't like it,"This oatmeal is not good. Its mushy, soft, I don't like it. Quaker Oats is the way to go.",dont like,oatmeal good mushy soft dont like quaker oats way go,"[('dont', 'NN'), ('like', 'IN')]","[('oatmeal', 'RB'), ('good', 'JJ'), ('mushy', 'NN'), ('soft', 'JJ'), ('dont', 'NN'), ('like', 'IN'), ('quaker', 'NN'), ('oats', 'NNS'), ('way', 'NN'), ('go', 'VBP')]",-0.2755,-0.5448
52,B000G6RPMY,A3S5KJDA6ED2PS,Mike Kaser,4,4,5,1243900800,HOT!  And good!  Came back for more  :),"Got a free package of these with a bottle of bloody mary mix I bought from the seller, and the advertising worked..lol,  I tried them, and shared them with 2 buddies, and we all loved them...  So im here to buy more, and noticed there were no reviews yet,...  well now there is.  They are Hot,  but not ""burn your mouth forever hot""  its a nice temp...  Perfect for us..",hot good came back,got free package bottle bloody mary mix bought seller advertising workedlol tried shared buddies loved im buy noticed reviews yet well hot burn mouth forever hot nice temp perfect us,"[('hot', 'JJ'), ('good', 'JJ'), ('came', 'VBD'), ('back', 'RB')]","[('got', 'VBD'), ('free', 'JJ'), ('package', 'NN'), ('bottle', 'NN'), ('bloody', 'NN'), ('mary', 'JJ'), ('mix', 'NN'), ('bought', 'VBD'), ('seller', 'NN'), ('advertising', 'NN'), ('workedlol', 'NN'), ('tried', 'VBD'), ('shared', 'JJ'), ('buddies', 'NNS'), ('loved', 'VBD'), ('im', 'JJ'), ('buy', 'NN'), ('noticed', 'VBD'), ('reviews', 'NNS'), ('yet', 'RB'), ('well', 'RB'), ('hot', 'JJ'), ('burn', 'VBP'), ('mouth', 'JJ'), ('forever', 'RB'), ('hot', 'JJ'), ('nice', 'JJ'), ('temp', 'NN'), ('perfect', 'VBP'), ('us', 'PRP')]",0.7768,0.9194
53,B000G6RPMY,A9L6L5H9BPEBO,Edwin C. Pauzer,1,1,4,1348876800,You'll go nuts over Ass-Kickin' Peanuts.,"This wasn't in stock the last time I looked. I had to go to the Vermont Country Store in Weston to find it along with a jaw harp, Cranberry Horseradish Sauce, Fartless Black Bean Salsa, Apple Cider Jelly, Newton's Cradle Art in Motion and the staple Vermont Maple Syrup.<br /><br />Back to the Ass Kickin Peanuts. They are hot. They will activate the perspiration glands behind your ears and under your arms. It requires a beverage as advertised, a glass of very cold milk, and a box of Kleenex since it will make your nose run. They look like ordinary peanuts which is already giving me ideas for work. I suspect that some people have been hitting my goodies in my absence, especially my colleague Greg. I'm going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can, and then see whose crying or whose nose is running when I return.<br /><br />The can should be shaken to ensure the spices are evenly distributed. It is important to wash your hands after consumption and not touch the eyes.<br /><br />You'll go nuts over these Ass-Kickin' Peanuts.<br /><br />P.S. I'm not sharing the peanuts, not deliberately, and I'll probably give Greg the jaw harp for Christmas. He'll be so insulted.",youll go nuts asskickin peanuts,wasnt stock last time looked go vermont country store weston find along jaw harp cranberry horseradish sauce fartless black bean salsa apple cider jelly newtons cradle art motion staple vermont maple syrupbr br back ass kickin peanuts hot activate perspiration glands behind ears arms requires beverage advertised glass cold milk box kleenex since make nose run look like ordinary peanuts already giving ideas work suspect people hitting goodies absence especially colleague greg im going take work earliest opportunity empty contents ordinary planters peanuts see whose crying whose nose running returnbr br shaken ensure spices evenly distributed important wash hands consumption touch eyesbr br youll go nuts asskickin peanutsbr br ps im sharing peanuts deliberately ill probably give greg jaw harp christmas hell insulted,"[('youll', 'NN'), ('go', 'VBP'), ('nuts', 'JJ'), ('asskickin', 'NN'), ('peanuts', 'NNS')]","[('wasnt', 'NN'), ('stock', 'NN'), ('last', 'JJ'), ('time', 'NN'), ('looked', 'VBD'), ('go', 'JJ'), ('vermont', 'JJ'), ('country', 'NN'), ('store', 'VBD'), ('weston', 'JJ'), ('find', 'NNS'), ('along', 'IN'), ('jaw', 'NN'), ('harp', 'NN'), ('cranberry', 'VBP'), ('horseradish', 'JJ'), ('sauce', 'NN'), ('fartless', 'JJ'), ('black', 'JJ'), ('bean', 'NN'), ('salsa', 'NN'), ('apple', 'NN'), ('cider', 'NN'), ('jelly', 'RB'), ('newtons', 'NNS'), ('cradle', 'VBP'), ('art', 'JJ'), ('motion', 'NN'), ('staple', 'NN'), ('vermont', 'JJ'), ('maple', 'NN'), ('syrupbr', 'NN'), ('br', 'NN'), ('back', 'RB'), ('ass', 'NN'), ('kickin', 'NN'), ('peanuts', 'NNS'), ('hot', 'JJ'), ('activate', 'JJ'), ('perspiration', 'NN'), ('glands', 'NNS'), ('behind', 'IN'), ('ears', 'NNS'), ('arms', 'NNS'), ('requires', 'VBZ'), ('beverage', 'NN'), ('advertised', 'JJ'), ('glass', 'NN'), ('cold', 'NN'), ('milk', 'NN'), ('box', 'NN'), ('kleenex', 'NN'), ('since', 'IN'), ('make', 'NN'), ('nose', 'JJ'), ('run', 'VBN'), ('look', 'VBP'), ('like', 'IN'), ('ordinary', 'JJ'), ('peanuts', 'NNS'), ('already', 'RB'), ('giving', 'VBG'), ('ideas', 'NNS'), ('work', 'VBP'), ('suspect', 'JJ'), ('people', 'NNS'), ('hitting', 'VBG'), ('goodies', 'NNS'), ('absence', 'NN'), ('especially', 'RB'), ('colleague', 'JJ'), ('greg', 'NN'), ('im', 'NN'), ('going', 'VBG'), ('take', 'JJ'), ('work', 'NN'), ('earliest', 'JJS'), ('opportunity', 'NN'), ('empty', 'JJ'), ('contents', 'NNS'), ('ordinary', 'JJ'), ('planters', 'NNS'), ('peanuts', 'NNS'), ('see', 'VBP'), ('whose', 'WP$'), ('crying', 'VBG'), ('whose', 'WP$'), ('nose', 'JJ'), ('running', 'VBG'), ('returnbr', 'NN'), ('br', 'NN'), ('shaken', 'VBN'), ('ensure', 'VB'), ('spices', 'NNS'), ('evenly', 'RB'), ('distributed', 'VBD'), ('important', 'JJ'), ('wash', 'NN'), ('hands', 'NNS'), ('consumption', 'NN'), ('touch', 'NN'), ('eyesbr', 'NN'), ('br', 'NN'), ('youll', 'NN'), ('go', 'VBP'), ('nuts', 'JJ'), ('asskickin', 'RB'), ('peanutsbr', 'VBP'), ('br', 'JJ'), ('ps', 'NN'), ('im', 'NN'), ('sharing', 'VBG'), ('peanuts', 'NNS'), ('deliberately', 'RB'), ('ill', 'VB'), ('probably', 'RB'), ('give', 'JJ'), ('greg', 'NN'), ('jaw', 'NN'), ('harp', 'NN'), ('christmas', 'NN'), ('hell', 'NN'), ('insulted', 'VBD')]",-0.3182,-0.8259
54,B000G6RPMY,AQ9DWWYP2KJCQ,"Roel Trevino ""protomex""",0,0,3,1278028800,not ass kickin,we're used to spicy foods down here in south texas and these are not at all spicy.  doubt very much habanero is used at all.  could take it up a notch or two.,ass kickin,used spicy foods south texas spicy doubt much habanero used could take notch two,"[('ass', 'NN'), ('kickin', 'NN')]","[('used', 'VBN'), ('spicy', 'NN'), ('foods', 'NNS'), ('south', 'VBP'), ('texas', 'JJ'), ('spicy', 'NN'), ('doubt', 'NN'), ('much', 'JJ'), ('habanero', 'NN'), ('used', 'VBN'), ('could', 'MD'), ('take', 'VB'), ('notch', 'CD'), ('two', 'CD')]",0.431,-0.3612
55,B002GWHC0G,A1ND7WC5LXOU48,"David Belton ""Proteus 1""",2,2,4,1322438400,Roasts up a smooth brew,"I roast at home with a stove-top popcorn popper (but I do it outside, of course). These beans (Coffee Bean Direct Green Mexican Altura) seem to be well-suited for this method. The first and second cracks are distinct, and I've roasted the beans from medium to slightly dark with great results every time. The aroma is strong and persistent. The taste is smooth, velvety, yet lively.",roasts smooth brew,roast home stovetop popcorn popper outside course beans coffee bean direct green mexican altura seem wellsuited method first second cracks distinct ive roasted beans medium slightly dark great results every time aroma strong persistent taste smooth velvety yet lively,"[('roasts', 'NNS'), ('smooth', 'VBP'), ('brew', 'NN')]","[('roast', 'NN'), ('home', 'NN'), ('stovetop', 'NN'), ('popcorn', 'VBN'), ('popper', 'IN'), ('outside', 'JJ'), ('course', 'NN'), ('beans', 'NNS'), ('coffee', 'VBP'), ('bean', 'JJ'), ('direct', 'JJ'), ('green', 'JJ'), ('mexican', 'JJ'), ('altura', 'NN'), ('seem', 'VBP'), ('wellsuited', 'VBN'), ('method', 'NN'), ('first', 'JJ'), ('second', 'JJ'), ('cracks', 'NNS'), ('distinct', 'VBP'), ('ive', 'JJ'), ('roasted', 'JJ'), ('beans', 'NNS'), ('medium', 'VBP'), ('slightly', 'RB'), ('dark', 'JJ'), ('great', 'JJ'), ('results', 'NNS'), ('every', 'DT'), ('time', 'NN'), ('aroma', 'VBZ'), ('strong', 'JJ'), ('persistent', 'JJ'), ('taste', 'NN'), ('smooth', 'JJ'), ('velvety', 'NN'), ('yet', 'RB'), ('lively', 'RB')]",0.0,0.8761
56,B002GWHC0G,A2EFAW1P3DRXWO,TJ Fairfax,0,0,5,1349395200,Our guests love it!,"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, we've had to send the roasted beans home with friends because they like it so much.",guests love,roast large cast iron pan grill bag time smell wonderful roasted beans taste delicious importantly coffee smooth bitter aftertaste numerous occasions weve send roasted beans home friends like much,"[('guests', 'NNS'), ('love', 'VBP')]","[('roast', 'VB'), ('large', 'JJ'), ('cast', 'NN'), ('iron', 'NN'), ('pan', 'NN'), ('grill', 'VB'), ('bag', 'JJ'), ('time', 'NN'), ('smell', 'NN'), ('wonderful', 'JJ'), ('roasted', 'VBD'), ('beans', 'NNS'), ('taste', 'VBP'), ('delicious', 'JJ'), ('importantly', 'RB'), ('coffee', 'VBP'), ('smooth', 'JJ'), ('bitter', 'JJ'), ('aftertaste', 'NN'), ('numerous', 'JJ'), ('occasions', 'NNS'), ('weve', 'VBP'), ('send', 'NN'), ('roasted', 'VBN'), ('beans', 'NNS'), ('home', 'VBP'), ('friends', 'NNS'), ('like', 'IN'), ('much', 'JJ')]",0.6696,0.8908
57,B004N5KULM,A202WR509428VF,amateur amazon shopper,2,2,5,1322438400,Awesome Deal!,Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.,awesome deal,deal awesome arrived halloween indicated enough satisfy trick treaters love quality product much less expensive local stores candy,"[('awesome', 'JJ'), ('deal', 'NN')]","[('deal', 'NN'), ('awesome', 'VBZ'), ('arrived', 'VBN'), ('halloween', 'JJ'), ('indicated', 'VBN'), ('enough', 'JJ'), ('satisfy', 'NN'), ('trick', 'NN'), ('treaters', 'NNS'), ('love', 'VBP'), ('quality', 'NN'), ('product', 'NN'), ('much', 'RB'), ('less', 'RBR'), ('expensive', 'JJ'), ('local', 'JJ'), ('stores', 'NNS'), ('candy', 'VBP')]",0.6588,0.908
58,B004N5KULM,ASCNNAJU6SXF8,S. Beck,1,1,5,1336176000,How can you go wrong!,"It is chocolate, what can I say.  Great variety of everything our family loves.  With a family of six it goes fast here.  Perfect variety.  Kit Kat, Reeses, take five and more.",go wrong,chocolate say great variety everything family loves family six goes fast perfect variety kit kat reeses take five,"[('go', 'VB'), ('wrong', 'JJ')]","[('chocolate', 'NN'), ('say', 'VBP'), ('great', 'JJ'), ('variety', 'NN'), ('everything', 'NN'), ('family', 'NN'), ('loves', 'VBZ'), ('family', 'NN'), ('six', 'CD'), ('goes', 'VBZ'), ('fast', 'RB'), ('perfect', 'JJ'), ('variety', 'NN'), ('kit', 'NN'), ('kat', 'NN'), ('reeses', 'NNS'), ('take', 'VBP'), ('five', 'CD')]",-0.5255,0.91
59,B004N5KULM,A2A7KXM9B4XW90,"P. Kelso ""Amazon all the way!""",0,0,5,1320364800,Awsome - Kids in neighborhood loved us!,"Great product, nice combination of chocolates and perfect size!  The bags had plenty, and they were shipped promptly.  The kids in the neighborhood liked our candies!",awsome kids neighborhood loved us,great product nice combination chocolates perfect size bags plenty shipped promptly kids neighborhood liked candies,"[('awsome', 'JJ'), ('kids', 'NNS'), ('neighborhood', 'NN'), ('loved', 'VBD'), ('us', 'PRP')]","[('great', 'JJ'), ('product', 'NN'), ('nice', 'JJ'), ('combination', 'NN'), ('chocolates', 'NNS'), ('perfect', 'VBP'), ('size', 'NN'), ('bags', 'NNS'), ('plenty', 'NN'), ('shipped', 'VBN'), ('promptly', 'RB'), ('kids', 'NNS'), ('neighborhood', 'NN'), ('liked', 'VBD'), ('candies', 'NNS')]",0.636,0.9323
60,B004N5KULM,A2QOGOXPOVKAJG,mimimc,0,0,5,1320105600,great deal.,"Halloween is over but, I sent a bag to my daughters class for her share. The chocolate was fresh and enjoyed by many.",great deal,halloween sent bag daughters class share chocolate fresh enjoyed many,"[('great', 'JJ'), ('deal', 'NN')]","[('halloween', 'JJ'), ('sent', 'VBD'), ('bag', 'NN'), ('daughters', 'NNS'), ('class', 'NN'), ('share', 'NN'), ('chocolate', 'NN'), ('fresh', 'JJ'), ('enjoyed', 'VBD'), ('many', 'JJ')]",0.6249,0.8807
61,B004N5KULM,A1ZR8O62VSU4OK,"Lisa J. Szlosek ""lisa""",2,4,3,1318723200,Better price for this at Target,"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.",better price target,watch prices assortment good get gold box purchase price wasbr less target,"[('better', 'RBR'), ('price', 'NN'), ('target', 'NN')]","[('watch', 'NN'), ('prices', 'NNS'), ('assortment', 'RP'), ('good', 'JJ'), ('get', 'NN'), ('gold', 'NN'), ('box', 'NN'), ('purchase', 'NN'), ('price', 'NN'), ('wasbr', 'NN'), ('less', 'JJR'), ('target', 'NN')]",0.4404,0.4404
62,B004N5KULM,A7ZK2A3VIW7X9,Peggy,0,2,5,1319414400,pretty expensive,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy",pretty expensive,bag candy online pretty expensive cheaper order compete grocery stores good combination favorite candy,"[('pretty', 'RB'), ('expensive', 'JJ')]","[('bag', 'NN'), ('candy', 'NN'), ('online', 'NN'), ('pretty', 'RB'), ('expensive', 'JJ'), ('cheaper', 'JJR'), ('order', 'NN'), ('compete', 'JJ'), ('grocery', 'NN'), ('stores', 'NNS'), ('good', 'JJ'), ('combination', 'NN'), ('favorite', 'JJ'), ('candy', 'NN')]",0.4939,0.8442
63,B001EO5TPM,A1E09XGZUR78C6,gary sturrock,2,2,1,1215302400,stale product.,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!,stale product,arrived days stale could eat bags,"[('stale', 'JJ'), ('product', 'NN')]","[('arrived', 'JJ'), ('days', 'NNS'), ('stale', 'NN'), ('could', 'MD'), ('eat', 'VB'), ('bags', 'NNS')]",0.0,0.0
